Joseph Manning,Massachusetts Medical Society,Member
Thomas Manning,Massachusetts Medical Society,Member
Asa Miles,Massachusetts Medical Society,Member
Stephen Munroe,Massachusetts Medical Society,Member
Thaddeus M'Carty,Massachusetts Medical Society,Member
"Warham Mather,",Massachusetts Medical Society,Member
Charles Macomber,Massachusetts Medical Society,Member
Reuben D. Mussey,Massachusetts Medical Society,Member
lsaac Mulliken,Massachusetts Medical Society,Member
Jotham Moulton,Massachusetts Medical Society,Member
Caleb Miller,Massachusetts Medical Society,Member
Paul R. Metcalf,Massachusetts Medical Society,Member
Francis Moore,Massachusetts Medical Society,Member
Moses Mason Jr.,Massachusetts Medical Society,Member
James McFarland,Massachusetts Medical Society,Member
Peter Mackie,Massachusetts Medical Society,Member
Thomas Mason,Massachusetts Medical Society,Member
Andrew Mackie,Massachusetts Medical Society,Member
Silas Marshall,Massachusetts Medical Society,Member
J. W. Mulliken,Massachusetts Medical Society,Member
Samuel Nye,Massachusetts Medical Society,Member
Andrew Nicholls,Massachusetts Medical Society,Member
Jonathan Newell,Massachusetts Medical Society,Member
Nathan Noyes,Massachusetts Medical Society,Member
Nathaniel Niles,Massachusetts Medical Society,Member
Paul L. Nichols,Massachusetts Medical Society,Member
Reuben Nims,Massachusetts Medical Society,Member
Benjamin L. Oliver,Massachusetts Medical Society,Member
Hector Orr,Massachusetts Medical Society,Member
Cushing Otis,Massachusetts Medical Society,Member
Joseph Osgood,Massachusetts Medical Society,Member
Joseph Orne,Massachusetts Medical Society,Member
Joseph Osgood,Massachusetts Medical Society,Member
Jonathan Osgood,Massachusetts Medical Society,Member
Samuel Kingsbury,Massachusetts Medical Society,Member
Ashbel Kidder,Massachusetts Medical Society,Member
Seth Knowlton,Massachusetts Medical Society,Member
Francis Kittredge,Massachusetts Medical Society,Member
Aaron King,Massachusetts Medical Society,Member
Moses Kidder,Massachusetts Medical Society,Member
Henry Kittredge,Massachusetts Medical Society,Member
Gideon Kibbee,Massachusetts Medical Society,Member
Pierson T. Kendall,Massachusetts Medical Society,Member
Paul Kittredge,Massachusetts Medical Society,Member
Seth Lathrop,Massachusetts Medical Society,Member
George Leonard,Massachusetts Medical Society,Member
Isaac Lincoln,Massachusetts Medical Society,Member
John Linn,Massachusetts Medical Society,Member
Lewis Le Prelate,Massachusetts Medical Society,Member
James Lloyd,Massachusetts Medical Society,Member
William Lamb,Massachusetts Medical Society,Member
Jonathan Leonard,Massachusetts Medical Society,Member
Eldad Lewis,Massachusetts Medical Society,Member
Moses Little,Massachusetts Medical Society,Member
Abraham Lowe,Massachusetts Medical Society,Member
John Long,Massachusetts Medical Society,Member
Levi Lincoln,Massachusetts Medical Society,Member
Lemuel Lebarron,Massachusetts Medical Society,Member
Dan Lamb,Massachusetts Medical Society,Member
Timothy Little,Massachusetts Medical Society,Member
Joel Lyons,Massachusetts Medical Society,Member
William Lyman,Massachusetts Medical Society,Member
Rufus Longley,Massachusetts Medical Society,Member
Edward A. Lummus,Massachusetts Medical Society,Member
Nathaniel Miller,Massachusetts Medical Society,Member
Samuel Manning,Massachusetts Medical Society,Member
Samuel Mather,Massachusetts Medical Society,Member
James Mann,Massachusetts Medical Society,Member
Ammi R. Mitchell,Massachusetts Medical Society,Member
Mathew Mayhew,Massachusetts Medical Society,Member
"Luther M. Harris,",Massachusetts Medical Society,Member
Thaddeus M. Harris,Massachusetts Medical Society,Member
Appleton Howe,Massachusetts Medical Society,Member
I. Stearns Hurd,Massachusetts Medical Society,Member
Isaac Hodges,Massachusetts Medical Society,Member
Abishai Howard,Massachusetts Medical Society,Member
Samuel Hart,Massachusetts Medical Society,Member
Edward A. Holyoke Jr.,Massachusetts Medical Society,Member
Anson Hooker,Massachusetts Medical Society,Member
William Ingalls,Massachusetts Medical Society,Member
James Jackson,Massachusetts Medical Society,Member
CharIes Jarvis,Massachusetts Medical Society,Member
John Jeffries,Massachusetts Medical Society,Member
Timothy L. Jennison,Massachusetts Medical Society,Member
David Jones,Massachusetts Medical Society,Member
Horatio Jones,Massachusetts Medical Society,Member
Benjamin James,Massachusetts Medical Society,Member
John James,Massachusetts Medical Society,Member
Daniel James,Massachusetts Medical Society,Member
Jonathan G. Johnson,Massachusetts Medical Society,Member
Samuel Johnson,Massachusetts Medical Society,Member
Asa Jones,Massachusetts Medical Society,Member
Elisha James Jr,Massachusetts Medical Society,Member
Bela B. Jones,Massachusetts Medical Society,Member
John Jeffries,Massachusetts Medical Society,Member
William Kneeland,Massachusetts Medical Society,Member
Joseph Kittredge,Massachusetts Medical Society,Member
Thomas Kittredge,Massachusetts Medical Society,Member
Giles C. Kellogg,Massachusetts Medical Society,Member
Thomas Kast,Massachusetts Medical Society,Member
Aaron Kinsman,Massachusetts Medical Society,Member
Charles Kittredge,Massachusetts Medical Society,Member
John B. Kittredge,Massachusetts Medical Society,Member
Jacob Kittredge,Massachusetts Medical Society,Member
Peirson Kendall,Massachusetts Medical Society,Member
William Holland,Massachusetts Medical Society,Member
John C. Howard,Massachusetts Medical Society,Member
Gad Hitchcock,Massachusetts Medical Society,Member
"Gad Hitchcock, Jr.",Massachusetts Medical Society,Member
"Joseph Hunt,",Massachusetts Medical Society,Member
"John Hay,",Massachusetts Medical Society,Member
Abner Hearsy,Massachusetts Medical Society,Member
John Homans,Massachusetts Medical Society,Member
Estes Howe,Massachusetts Medical Society,Member
Samuel Holten,Massachusetts Medical Society,Member
Marius Howe,Massachusetts Medical Society,Member
Ebenezer Hunt,Massachusetts Medical Society,Member
John Hubbard,Massachusetts Medical Society,Member
Samuel Hemenway,Massachusetts Medical Society,Member
John A. Hyde,Massachusetts Medical Society,Member
Walter Hunnewell,Massachusetts Medical Society,Member
Abraham Haskell Jr.,Massachusetts Medical Society,Member
Abiel Hall,Massachusetts Medical Society,Member
Joseph Huse,Massachusetts Medical Society,Member
Abner Howe,Massachusetts Medical Society,Member
Zadock Howe,Massachusetts Medical Society,Member
Oliver Hubbard,Massachusetts Medical Society,Member
"Abiel Hall, Jr.",Massachusetts Medical Society,Member
Uriah Hagar,Massachusetts Medical Society,Member
John Hastings,Massachusetts Medical Society,Member
Cornelius Holland,Massachusetts Medical Society,Member
Eli Hall,Massachusetts Medical Society,Member
"James Hewins,",Massachusetts Medical Society,Member
Israel Hildreth Jr.,Massachusetts Medical Society,Member
Amory Hunting,Massachusetts Medical Society,Member
Loammi Harrington,Massachusetts Medical Society,Member
George Hooker,Massachusetts Medical Society,Member
Rufus Hathaway,Massachusetts Medical Society,Member
Vincent Holcomb,Massachusetts Medical Society,Member
Levi W. Humphries,Massachusetts Medical Society,Member
James Holland,Massachusetts Medical Society,Member
Benjamin W. Hildreth,Massachusetts Medical Society,Member
Charles T. Hildreth,Massachusetts Medical Society,Member
Joseph Gilman,Massachusetts Medical Society,Member
Jacob Gates,Massachusetts Medical Society,Member
Henry Gardner,Massachusetts Medical Society,Member
Roland Gelston,Massachusetts Medical Society,Member
Joseph Gardner,Massachusetts Medical Society,Member
WilIiam Gamage Jr.,Massachusetts Medical Society,Member
"John Green,",Massachusetts Medical Society,Member
Jones Godfrey,Massachusetts Medical Society,Member
OIiver Griswold,Massachusetts Medical Society,Member
David A. Grosvenor,Massachusetts Medical Society,Member
Daniel Green,Massachusetts Medical Society,Member
Moses Gage,Massachusetts Medical Society,Member
Otis Goodman,Massachusetts Medical Society,Member
Jacob Goodwin,Massachusetts Medical Society,Member
Josiah Goodhue,Massachusetts Medical Society,Member
Peter Goodnow,Massachusetts Medical Society,Member
Daniel Gould,Massachusetts Medical Society,Member
William Gordon,Massachusetts Medical Society,Member
John F. Gardner,Massachusetts Medical Society,Member
Joshua Green,Massachusetts Medical Society,Member
Edward A. Holyoke,Massachusetts Medical Society,Member
"Abiel Heywood,",Massachusetts Medical Society,Member
Richard Hazeltine,Massachusetts Medical Society,Member
Amos Holbrook,Massachusetts Medical Society,Member
Abraham Haskell,Massachusetts Medical Society,Member
William Hooker,Massachusetts Medical Society,Member
Josiah Howe,Massachusetts Medical Society,Member
John Hart,Massachusetts Medical Society,Member
David Hunt,Massachusetts Medical Society,Member
George Hayward,Massachusetts Medical Society,Member
Enoch Hale,Massachusetts Medical Society,Member
John Homans,Massachusetts Medical Society,Member
Benjamin F. Heywood,Massachusetts Medical Society,Member
Jacob Holmes,Massachusetts Medical Society,Member
Nathan Hayward,Massachusetts Medical Society,Member
Isaac Hurd,Massachusetts Medical Society,Member
Lemuel Hayward,Massachusetts Medical Society,Member
Joshua Fisher,Massachusetts Medical Society,Member
Joshua Frost,Massachusetts Medical Society,Member
Royal Fowler,Massachusetts Medical Society,Member
Oliver Fiske,Massachusetts Medical Society,Member
Joseph Fiske,Massachusetts Medical Society,Member
Austin Flint,Massachusetts Medical Society,Member
Joseph H. Flint,Massachusetts Medical Society,Member
Dudley Fulsome,Massachusetts Medical Society,Member
Enoch Faulkner,Massachusetts Medical Society,Member
Samuel Farnsworth,Massachusetts Medical Society,Member
Noah Fearing,Massachusetts Medical Society,Member
John Field,Massachusetts Medical Society,Member
John Fleet,Massachusetts Medical Society,Member
Daniel Fogg,Massachusetts Medical Society,Member
Francis Foxcraft,Massachusetts Medical Society,Member
Nathaniel Freeman,Massachusetts Medical Society,Member
John Frink,Massachusetts Medical Society,Member
John Frink,Massachusetts Medical Society,Member
John Flagg,Massachusetts Medical Society,Member
Noah Fyefield,Massachusetts Medical Society,Member
James Foster,Massachusetts Medical Society,Member
Abel Fox,Massachusetts Medical Society,Member
Josiah D. Foster,Massachusetts Medical Society,Member
Chandler Flagg,Massachusetts Medical Society,Member
Thomas Foster,Massachusetts Medical Society,Member
Andrew Foster,Massachusetts Medical Society,Member
"Seth Fobes,",Massachusetts Medical Society,Member
Amos Farnsworth,Massachusetts Medical Society,Member
Elijah J. Ford,Massachusetts Medical Society,Member
Edward Flint,Massachusetts Medical Society,Member
Timothy Fisher,Massachusetts Medical Society,Member
Josiah F. Flagg,Massachusetts Medical Society,Member
James Gardner,Massachusetts Medical Society,Member
John Gorham,Massachusetts Medical Society,Member
John Green,Massachusetts Medical Society,Member
William Gamage,Massachusetts Medical Society,Member
Joseph Gardner,Massachusetts Medical Society,Member
George Baker,Massachusetts Medical Society,Member
John M. Brewster,Massachusetts Medical Society,Member
Nehemiah Cleaveland,Massachusetts Medical Society,Member
John G. Coffin,Massachusetts Medical Society,Member
Henry H. Childs,Massachusetts Medical Society,Member
James P. Chaplin,Massachusetts Medical Society,Member
Walter Channing,Massachusetts Medical Society,Member
Daniel Collins,Massachusetts Medical Society,Member
Benjamin Curtis,Massachusetts Medical Society,Member
Timothy Childs,Massachusetts Medical Society,Member
John Cummings,Massachusetts Medical Society,Member
Daniel Coney,Massachusetts Medical Society,Member
David Cobb,Massachusetts Medical Society,Member
Abijah Cheever,Massachusetts Medical Society,Member
Hezekiah Clark,Massachusetts Medical Society,Member
Parker Cleaveland,Massachusetts Medical Society,Member
"Nathaniel Coffin,",Massachusetts Medical Society,Member
William Coffin,Massachusetts Medical Society,Member
Charles Coffin,Massachusetts Medical Society,Member
Robert Cutler,Massachusetts Medical Society,Member
"William Cutler,",Massachusetts Medical Society,Member
Daniel Clark,Massachusetts Medical Society,Member
Jonathan Crane,Massachusetts Medical Society,Member
Daniel Collins,Massachusetts Medical Society,Member
Reuben Champion,Massachusetts Medical Society,Member
Samuel Clark,Massachusetts Medical Society,Member
Eleazar Clap,Massachusetts Medical Society,Member
Chester Cowles,Massachusetts Medical Society,Member
Rufus Cowles,Massachusetts Medical Society,Member
Isaac G. Cutler,Massachusetts Medical Society,Member
"Samuel Church,",Massachusetts Medical Society,Member
Samuel Clesson,Massachusetts Medical Society,Member
Caleb Chapin,Massachusetts Medical Society,Member
Atherton Clark,Massachusetts Medical Society,Member
Benjamin Chandler,Massachusetts Medical Society,Member
Robert Carr,Massachusetts Medical Society,Member
Seth Chandler,Massachusetts Medical Society,Member
Philip Bryant,Massachusetts Medical Society,Member
Moses Baker,Massachusetts Medical Society,Member
Elliot Beckwith,Massachusetts Medical Society,Member
Anson Bates,Massachusetts Medical Society,Member
Nathaniel Bemis,Massachusetts Medical Society,Member
Henry Bagg,Massachusetts Medical Society,Member
Stephen Ball,Massachusetts Medical Society,Member
Samuel Barstow,Massachusetts Medical Society,Member
Parley Barton,Massachusetts Medical Society,Member
Erastus Beach,Massachusetts Medical Society,Member
Royal Brewster,Massachusetts Medical Society,Member
Asa Bucknam,Massachusetts Medical Society,Member
Artemas Bullard,Massachusetts Medical Society,Member
Ephraim Buck,Massachusetts Medical Society,Member
Stephen Bates,Massachusetts Medical Society,Member
David Bacon,Massachusetts Medical Society,Member
Joseph Bossuet,Massachusetts Medical Society,Member
Benjamin D. Bartlett,Massachusetts Medical Society,Member
Benjamin Bradford,Massachusetts Medical Society,Member
Caleb Boutelle,Massachusetts Medical Society,Member
Ira Bryant,Massachusetts Medical Society,Member
Williams Bradford,Massachusetts Medical Society,Member
Silas Blake,Massachusetts Medical Society,Member
James Bowen,Massachusetts Medical Society,Member
Daniel Brigham,Massachusetts Medical Society,Member
Reuben Bell,Massachusetts Medical Society,Member
Artemas Brown,Massachusetts Medical Society,Member
Joseph Bullard,Massachusetts Medical Society,Member
John S. Bartlett,Massachusetts Medical Society,Member
Silas Brown,Massachusetts Medical Society,Member
Asaph Byam,Massachusetts Medical Society,Member
William Bridgman,Massachusetts Medical Society,Member
Oliver Bliss,Massachusetts Medical Society,Member
Leavit Bates,Massachusetts Medical Society,Member
Gamaliel Bradford,Massachusetts Medical Society,Member
William Ballard,Massachusetts Medical Society,Member
Josiah Bartlett,Massachusetts Medical Society,Member
Thomas Boulton,Massachusetts Medical Society,Member
Benjamin Austin,Massachusetts Medical Society,Member
Jason Ayres,Massachusetts Medical Society,Member
John Andrews,Massachusetts Medical Society,Member
Zabdiel B. Adams,Massachusetts Medical Society,Member
Helaz Alvoord,Massachusetts Medical Society,Member
John Brooks,Massachusetts Medical Society,Member
John Bartlett,Massachusetts Medical Society,Member
Sthphen Batcheller Jr.,Massachusetts Medical Society,Member
Amos Bancroft,Massachusetts Medical Society,Member
Benjamin Bill,Massachusetts Medical Society,Member
Nathaniel Bradstreet,Massachusetts Medical Society,Member
Thomas Bucklin,Massachusetts Medical Society,Member
John B. Brown,Massachusetts Medical Society,Member
Josiah Batchelder,Massachusetts Medical Society,Member
Jacob Bigelow,Massachusetts Medical Society,Member
Hubbard Bartlett,Massachusetts Medical Society,Member
Samuel Bugbee,Massachusetts Medical Society,Member
Hugo Burghardt,Massachusetts Medical Society,Member
"Asa Burbank,",Massachusetts Medical Society,Member
*Josiah Bartlett,Massachusetts Medical Society,Member
William Baylies II,Massachusetts Medical Society,Member
Thomas Babbit,Massachusetts Medical Society,Member
Benjamin Brown,Massachusetts Medical Society,Member
Asa Bullard,Massachusetts Medical Society,Member
Alvan Bacon,Massachusetts Medical Society,Member
Joshua Barker,Massachusetts Medical Society,Member
Oliver Brewster,Massachusetts Medical Society,Member
Horace Bean,Massachusetts Medical Society,Member
Peter Bryant,Massachusetts Medical Society,Member
Jeremiah Barker,Massachusetts Medical Society,Member
Josiah W. Brewster,Massachusetts Medical Society,Member
William Buel,Massachusetts Medical Society,Member
Samuel Brown,Massachusetts Medical Society,Member
Jesse Billow,Massachusetts Medical Society,Member
Edmund Buxton,Massachusetts Medical Society,Member
George Boles,Massachusetts Medical Society,Member
Gideon Bristow,Massachusetts Medical Society,Member
Calvin Briggs,Massachusetts Medical Society,Member
Ebenezer Alden,Massachusetts Medical Society,Member
Willard Arms,Massachusetts Medical Society,Member
Samuel Adams,Massachusetts Medical Society,Member
Israel Allen,Massachusetts Medical Society,Member
Nathaniel W. Appleton,Massachusetts Medical Society,Member
Samuel Adams,Massachusetts Medical Society,Member
William Aspinwall,Massachusetts Medical Society,Member
Moses Appleton,Massachusetts Medical Society,Member
NathanieI Ames,Massachusetts Medical Society,Member
Israel Alherton,Massachusetts Medical Society,Member
Samuel Adams,Massachusetts Medical Society,Member
Benjamin Adams,Massachusetts Medical Society,Member
Peter Adams,Massachusetts Medical Society,Member
William Aspinwall Jr.,Massachusetts Medical Society,Member
Luther Allen,Massachusetts Medical Society,Member
Silas Allen,Massachusetts Medical Society,Member
Ebenezer Ames,Massachusetts Medical Society,Member
